,SEQ_NAME,START,END,STRAND,FEATURE_NAME,GENE_NAME,ALIASES,DESCRIPTION,TXN_START,TXN_END,CDS_START,CDS_END,EXON_COUNT,EXON_STARTS,EXON_ENDS,ISOFORM_NAME,IS_PRIMARY,Adjusted_Start,UTR_START,UTR_END
2468,NC_000964.3,2338809,2339180,-,BSU22270,yppE,gene,,2338809,2339180,2338809,2339180,1,2338809,2339180,Y,,2338809,2338808,2338809
2469,NC_000964.3,2339226,2339471,-,BSU22280,yppD,gene,,2339226,2339471,2339226,2339471,1,2339226,2339471,Y,,2338809,2338808,2338809
2471,NC_000964.3,2339799,2340761,-,BSU22300,yppC,gene,,2339799,2340761,2339799,2340761,1,2339799,2340761,Y,,2339799,2339798,2339799
2474,NC_000964.3,2344264,2344758,-,BSU22330,ypoC,gene,,2344264,2344758,2344264,2344758,1,2344264,2344758,Y,,2344264,2344263,2342924
2475,NC_000964.3,2344755,2345414,-,BSU22340,nth,gene,,2344755,2345414,2344755,2345414,1,2344755,2345414,Y,,2344264,2344263,2342924
2476,NC_000964.3,2345433,2346131,-,BSU22350,dnaD,gene,,2345433,2346131,2345433,2346131,1,2345433,2346131,Y,,2344264,2344263,2342924
2477,NC_000964.3,2346224,2347516,-,BSU22360,asnC,gene,,2346224,2347516,2346224,2347516,1,2346224,2347516,Y,,2344264,2344263,2342924
2478,NC_000964.3,2347660,2348841,-,BSU22370,aspB,gene,,2347660,2348841,2347660,2348841,1,2347660,2348841,Y,,2347660,2347659,2347620
2479,NC_000964.3,2348864,2349349,-,BSU22380,ypmB,gene,,2348864,2349349,2348864,2349349,1,2348864,2349349,Y,,2347660,2347659,2347620
2480,NC_000964.3,2349358,2349528,-,BSU22390,ypmA,gene,,2349358,2349528,2349358,2349528,1,2349358,2349528,Y,,2347660,2347659,2347620
2482,NC_000964.3,2349671,2352466,-,BSU22400,dinG,gene,,2349671,2352466,2349671,2352466,1,2349671,2352466,Y,,2349671,2349670,2349671
2483,NC_000964.3,2352592,2352975,-,BSU22410,panD,gene,,2352592,2352975,2352592,2352975,1,2352592,2352975,Y,,2352592,2352591,2352559
2484,NC_000964.3,2352977,2353837,-,BSU22420,panC,gene,,2352977,2353837,2352977,2353837,1,2352977,2353837,Y,,2352592,2352591,2352559
2485,NC_000964.3,2353839,2354672,-,BSU22430,panB,gene,,2353839,2354672,2353839,2354672,1,2353839,2354672,Y,,2352592,2352591,2352559
2486,NC_000964.3,2354918,2355895,-,BSU22440,birA,gene,,2354918,2355895,2354918,2355895,1,2354918,2355895,Y,,2354918,2354917,2354918
2487,NC_000964.3,2355880,2357073,-,BSU22450,cca,gene,,2355880,2357073,2355880,2357073,1,2355880,2357073,Y,,2354918,2354917,2354918
2488,NC_000964.3,2357078,2358211,-,BSU22460,ypjH,gene,,2357078,2358211,2357078,2358211,1,2357078,2358211,Y,,2354918,2354917,2354918
2489,NC_000964.3,2358208,2358918,-,BSU22470,ypjG,gene,,2358208,2358918,2358208,2358918,1,2358208,2358918,Y,,2354918,2354917,2354918
2490,NC_000964.3,2358911,2359324,-,BSU22480,mgsA,gene,,2358911,2359324,2358911,2359324,1,2358911,2359324,Y,,2354918,2354917,2354918
2491,NC_000964.3,2359340,2360143,-,BSU22490,dapB,gene,,2359340,2360143,2359340,2360143,1,2359340,2360143,Y,,2354918,2354917,2354918
2492,NC_000964.3,2360155,2360490,-,BSU22500,ypjD,gene,,2360155,2360490,2360155,2360490,1,2360155,2360490,Y,,2354918,2354917,2354918
2494,NC_000964.3,2361544,2362338,-,BSU22520,ypjB,gene,,2361544,2362338,2361544,2362338,1,2361544,2362338,Y,,2361544,2361543,2361544
2495,NC_000964.3,2362407,2362964,-,BSU22530,ypjA,gene,,2362407,2362964,2362407,2362964,1,2362407,2362964,Y,,2361544,2361543,2361544
2496,NC_000964.3,2363111,2363878,-,BSU22540,qcrC,gene,,2363111,2363878,2363111,2363878,1,2363111,2363878,Y,,2363111,2363110,2363111
2497,NC_000964.3,2363913,2364587,-,BSU22550,qcrB,gene,,2363913,2364587,2363913,2364587,1,2363913,2364587,Y,,2363111,2363110,2363111
2498,NC_000964.3,2364589,2365092,-,BSU22560,qcrA,gene,,2364589,2365092,2364589,2365092,1,2364589,2365092,Y,,2363111,2363110,2363111
2499,NC_000964.3,2365235,2365681,-,BSU22570,ypiF,gene,,2365235,2365681,2365235,2365681,1,2365235,2365681,Y,,2365235,2365234,2365235
2500,NC_000964.3,2365736,2366275,-,BSU22580,ypiB,gene,,2365736,2366275,2365736,2366275,1,2365736,2366275,Y,,2365235,2365234,2365235
2501,NC_000964.3,2366347,2367618,-,BSU22590,ypiA,gene,,2366347,2367618,2366347,2367618,1,2366347,2367618,Y,,2365235,2365234,2365235
2502,NC_000964.3,2367954,2369240,-,BSU22600,aroE,gene,,2367954,2369240,2367954,2369240,1,2367954,2369240,Y,,2367954,2367953,2367954
2503,NC_000964.3,2369251,2370366,-,BSU22610,tyrA,gene,,2369251,2370366,2369251,2370366,1,2369251,2370366,Y,,2367954,2367953,2367954
2504,NC_000964.3,2370415,2371497,-,BSU22620,hisC,gene,,2370415,2371497,2370415,2371497,1,2370415,2371497,Y,,2367954,2367953,2367954
2505,NC_000964.3,2371508,2372311,-,BSU22630,trpA,gene,,2371508,2372311,2371508,2372311,1,2371508,2372311,Y,,2367954,2367953,2367954
2506,NC_000964.3,2372304,2373506,-,BSU22640,trpB,gene,,2372304,2373506,2372304,2373506,1,2372304,2373506,Y,,2367954,2367953,2367954
2507,NC_000964.3,2373487,2374134,-,BSU22650,trpF,gene,,2373487,2374134,2373487,2374134,1,2373487,2374134,Y,,2367954,2367953,2367954
2508,NC_000964.3,2374139,2374888,-,BSU22660,trpC,gene,,2374139,2374888,2374139,2374888,1,2374139,2374888,Y,,2367954,2367953,2367954
2509,NC_000964.3,2374881,2375897,-,BSU22670,trpD,gene,,2374881,2375897,2374881,2375897,1,2374881,2375897,Y,,2367954,2367953,2367954
2510,NC_000964.3,2375869,2377416,-,BSU22680,trpE,gene,,2375869,2377416,2375869,2377416,1,2375869,2377416,Y,,2367954,2367953,2367954
2511,NC_000964.3,2377495,2377626,-,BSU_none_124,S857,ncRNA,,2377495,2377626,2377495,2377626,1,2377495,2377626,Y,,2367954,2367953,2367954
2512,NC_000964.3,2377632,2378015,-,BSU22690,aroH,gene,,2377632,2378015,2377632,2378015,1,2377632,2378015,Y,,2367954,2367953,2367954
2513,NC_000964.3,2378012,2379100,-,BSU22700,aroB,gene,,2378012,2379100,2378012,2379100,1,2378012,2379100,Y,,2367954,2367953,2367954
2514,NC_000964.3,2379100,2380272,-,BSU22710,aroF,gene,,2379100,2380272,2379100,2380272,1,2379100,2380272,Y,,2367954,2367953,2367954
2515,NC_000964.3,2380347,2381117,-,BSU22720,cheR,gene,,2380347,2381117,2380347,2381117,1,2380347,2381117,Y,,2367954,2367953,2367954
2516,NC_000964.3,2381354,2381803,-,BSU22730,ndk,gene,,2381354,2381803,2381354,2381803,1,2381354,2381803,Y,,2381354,2381353,2381354
2517,NC_000964.3,2381919,2382965,-,BSU22740,hepT,gene,,2381919,2382965,2381919,2382965,1,2381919,2382965,Y,,2381919,2381918,2381919
2518,NC_000964.3,2382907,2383608,-,BSU22750,ubiE,gene,,2382907,2383608,2382907,2383608,1,2382907,2383608,Y,,2381919,2381918,2381919
2519,NC_000964.3,2383615,2384370,-,BSU22760,hepS,gene,,2383615,2384370,2383615,2384370,1,2383615,2384370,Y,,2381919,2381918,2381919
2520,NC_000964.3,2384534,2384761,-,BSU22770,mtrB,gene,,2384534,2384761,2384534,2384761,1,2384534,2384761,Y,,2384534,2384533,2384534
2521,NC_000964.3,2384783,2385355,-,BSU22780,folE,gene,,2384783,2385355,2384783,2385355,1,2384783,2385355,Y,,2384534,2384533,2384534
2522,NC_000964.3,2385543,2385821,-,BSU22790,hbs,gene,,2385543,2385821,2385543,2385821,1,2385543,2385821,Y,,2385543,2385542,2385459
2523,NC_000964.3,2386195,2387673,-,BSU22800,spoIVA,gene,,2386195,2387673,2386195,2387673,1,2386195,2387673,Y,,2386195,2386194,2386195
2524,NC_000964.3,2387854,2388588,-,BSU22810,yphF,gene,,2387854,2388588,2387854,2388588,1,2387854,2388588,Y,,2387854,2387853,2387854
2525,NC_000964.3,2388610,2388813,-,BSU22820,yphE,gene,,2388610,2388813,2388610,2388813,1,2388610,2388813,Y,,2387854,2387853,2387854
2526,NC_000964.3,2388935,2389134,-,BSU_none_125,S863,ncRNA,,2388935,2389134,2388935,2389134,1,2388935,2389134,Y,,2388935,2388934,2388915
2527,NC_000964.3,2389151,2390188,-,BSU22830,gpsA,gene,,2389151,2390188,2389151,2390188,1,2389151,2390188,Y,,2388935,2388934,2388915
2528,NC_000964.3,2390206,2391516,-,BSU22840,engA,gene,,2390206,2391516,2390206,2391516,1,2390206,2391516,Y,,2388935,2388934,2388915
2529,NC_000964.3,2391670,2391864,-,BSU22849,ypzH,gene,,2391670,2391864,2391670,2391864,1,2391670,2391864,Y,,2391670,2391669,2391670
2530,NC_000964.3,2391861,2392754,-,BSU22850,seaA,gene,,2391861,2392754,2391861,2392754,1,2391861,2392754,Y,,2391670,2391669,2391670
2531,NC_000964.3,2392751,2393350,-,BSU22860,yphA,gene,,2392751,2393350,2392751,2393350,1,2392751,2393350,Y,,2391670,2391669,2391670
2533,NC_000964.3,2393602,2394651,-,BSU22870,fni,gene,,2393602,2394651,2393602,2394651,1,2393602,2394651,Y,,2393602,2393601,2393602
2534,NC_000964.3,2394664,2395812,-,BSU22880,rpsA,gene,,2394664,2395812,2394664,2395812,1,2394664,2395812,Y,,2393602,2393601,2393602
2535,NC_000964.3,2396045,2396719,-,BSU22890,cmk,gene,,2396045,2396719,2396045,2396719,1,2396045,2396719,Y,,2396045,2396044,2396045
2536,NC_000964.3,2396798,2396974,-,BSU22900,ypfB,gene,,2396798,2396974,2396798,2396974,1,2396798,2396974,Y,,2396045,2396044,2396045
2537,NC_000964.3,2397019,2397672,-,BSU22910,ypfA,gene,,2397019,2397672,2397019,2397672,1,2397019,2397672,Y,,2396045,2396044,2396045
2538,NC_000964.3,2397765,2399117,-,BSU22920,ypeB,gene,,2397765,2399117,2397765,2399117,1,2397765,2399117,Y,,2396045,2396044,2396045
2539,NC_000964.3,2399152,2400069,-,BSU22930,sleB,gene,,2399152,2400069,2399152,2400069,1,2399152,2400069,Y,,2396045,2396044,2396045
2540,NC_000964.3,2400208,2400864,-,BSU22940,prsW,gene,,2400208,2400864,2400208,2400864,1,2400208,2400864,Y,,2400208,2400207,2400208
2541,NC_000964.3,2400984,2401958,-,BSU22950,ypdA,gene,,2400984,2401958,2400984,2401958,1,2400984,2401958,Y,,2400984,2400983,2400984
2543,NC_000964.3,2402067,2403350,-,BSU22960,gudB,gene,,2402067,2403350,2402067,2403350,1,2402067,2403350,Y,,2402067,2402066,2402010
2544,NC_000964.3,2403506,2404090,-,BSU22970,ypbH,gene,,2403506,2404090,2403506,2404090,1,2403506,2404090,Y,,2403506,2403505,2403506
2545,NC_000964.3,2404249,2405028,-,BSU22980,ypbG,gene,,2404249,2405028,2404249,2405028,1,2404249,2405028,Y,,2404249,2404248,2404249
2546,NC_000964.3,2405114,2405557,-,BSU22990,ypbF,gene,,2405114,2405557,2405114,2405557,1,2405114,2405557,Y,,2404249,2404248,2404249
2547,NC_000964.3,2405620,2406342,-,BSU23000,ypbE,gene,,2405620,2406342,2405620,2406342,1,2405620,2406342,Y,,2404249,2404248,2404249
2548,NC_000964.3,2406293,2406862,-,BSU23010,ypbD,gene,,2406293,2406862,2406293,2406862,1,2406293,2406862,Y,,2404249,2404248,2404249
2550,NC_000964.3,2406922,2408412,-,BSU23020,recQ,gene,,2406922,2408412,2406922,2408412,1,2406922,2408412,Y,,2404249,2404248,2404249
2551,NC_000964.3,2408405,2409463,-,BSU23030,ypbB,gene,,2408405,2409463,2408405,2409463,1,2408405,2409463,Y,,2404249,2404248,2404249
2553,NC_000964.3,2410017,2410589,-,BSU23050,fmnP,gene,,2410017,2410589,2410017,2410589,1,2410017,2410589,Y,,2410017,2410016,2410017
2554,NC_000964.3,2410695,2410859,-,BSU23060,ypzE,gene,,2410695,2410859,2410695,2410859,1,2410695,2410859,Y,,2410695,2410694,2410695
2556,NC_000964.3,2412706,2413473,-,BSU23080,aroC,gene,,2412706,2413473,2412706,2413473,1,2412706,2413473,Y,,2412706,2412705,2412706
2557,NC_000964.3,2413585,2414691,-,BSU23090,rsiX,gene,,2413585,2414691,2413585,2414691,1,2413585,2414691,Y,,2413585,2413584,2413557
2558,NC_000964.3,2414627,2415211,-,BSU23100,sigX,gene,,2414627,2415211,2414627,2415211,1,2414627,2415211,Y,,2413585,2413584,2413557
2560,NC_000964.3,2415415,2417184,-,BSU23110,resE,gene,,2415415,2417184,2415415,2417184,1,2415415,2417184,Y,,2415415,2415414,2415415
2561,NC_000964.3,2417181,2417903,-,BSU23120,resD,gene,,2417181,2417903,2417181,2417903,1,2417181,2417903,Y,,2415415,2415414,2415415
2562,NC_000964.3,2417984,2419159,-,BSU23130,resC,gene,,2417984,2419159,2417984,2419159,1,2417984,2419159,Y,,2415415,2415414,2415415
2563,NC_000964.3,2419179,2420807,-,BSU23140,resB,gene,,2419179,2420807,2419179,2420807,1,2419179,2420807,Y,,2415415,2415414,2415415
2564,NC_000964.3,2420804,2421343,-,BSU23150,resA,gene,,2420804,2421343,2420804,2421343,1,2420804,2421343,Y,,2415415,2415414,2415415
2565,NC_000964.3,2421438,2422172,-,BSU23160,rluB,gene,,2421438,2422172,2421438,2422172,1,2421438,2422172,Y,,2415415,2415414,2415415
2566,NC_000964.3,2422264,2422800,-,BSU23170,spmB,gene,,2422264,2422800,2422264,2422800,1,2422264,2422800,Y,,2415415,2415414,2415415
2567,NC_000964.3,2422805,2423395,-,BSU23180,spmA,gene,,2422805,2423395,2422805,2423395,1,2422805,2423395,Y,,2415415,2415414,2415415
2568,NC_000964.3,2423383,2424531,-,BSU23190,dacB,gene,,2423383,2424531,2423383,2424531,1,2423383,2424531,Y,,2415415,2415414,2415415
2569,NC_000964.3,2424654,2425193,-,BSU23200,ypuI,gene,,2424654,2425193,2424654,2425193,1,2424654,2425193,Y,,2424654,2424653,2424654
2570,NC_000964.3,2425248,2425841,-,BSU23210,spcB,gene,,2425248,2425841,2425248,2425841,1,2425248,2425841,Y,,2424654,2424653,2424654
2571,NC_000964.3,2425831,2426586,-,BSU23220,scpA,gene,,2425831,2426586,2425831,2426586,1,2425831,2426586,Y,,2424654,2424653,2424654
2573,NC_000964.3,2427405,2427779,-,BSU23240,ypzK,gene,,2427405,2427779,2427405,2427779,1,2427405,2427779,Y,,2427405,2427404,2427375
2574,NC_000964.3,2427892,2428356,-,BSU23250,ribH,gene,,2427892,2428356,2427892,2428356,1,2427892,2428356,Y,,2427892,2427891,2427892
2575,NC_000964.3,2428389,2429585,-,BSU23260,ribA,gene,,2428389,2429585,2428389,2429585,1,2428389,2429585,Y,,2427892,2427891,2427892
2576,NC_000964.3,2429600,2430247,-,BSU23270,ribE,gene,,2429600,2430247,2429600,2430247,1,2429600,2430247,Y,,2427892,2427891,2427892
2577,NC_000964.3,2430258,2431343,-,BSU23280,ribD,gene,,2430258,2431343,2430258,2431343,1,2430258,2431343,Y,,2427892,2427891,2427892
2578,NC_000964.3,2431737,2432081,-,BSU23300,ypuD,gene,,2431737,2432081,2431737,2432081,1,2431737,2432081,Y,,2431737,2431736,2431376
2580,NC_000964.3,2432316,2432870,-,BSU23310,sipS,gene,,2432316,2432870,2432316,2432870,1,2432316,2432870,Y,,2432316,2432315,2432316
2582,NC_000964.3,2433316,2433522,-,BSU23328,ypzJ,gene,,2433316,2433522,2433316,2433522,1,2433316,2433522,Y,,2433316,2433315,2433316
2584,NC_000964.3,2434143,2434346,-,BSU23340,ypuB,gene,,2434143,2434346,2434143,2434346,1,2434143,2434346,Y,,2434143,2434142,2434143
2586,NC_000964.3,2435360,2435791,-,BSU23360,ppiB,gene,,2435360,2435791,2435360,2435791,1,2435360,2435791,Y,,2435360,2435359,2435319
2588,NC_000964.3,2436947,2438266,-,BSU23380,lysA,gene,,2436947,2438266,2436947,2438266,1,2436947,2438266,Y,,2436947,2436946,2436947
2589,NC_000964.3,2438372,2439853,-,BSU23390,spoVAF,gene,,2438372,2439853,2438372,2439853,1,2438372,2439853,Y,,2438372,2438371,2438372
2590,NC_000964.3,2439804,2440415,-,BSU23401,spoVAEA,gene,,2439804,2440415,2439804,2440415,1,2439804,2440415,Y,,2438372,2438371,2438372
2591,NC_000964.3,2440423,2440773,-,BSU23402,spoVAEB,gene,,2440423,2440773,2440423,2440773,1,2440423,2440773,Y,,2438372,2438371,2438372
2592,NC_000964.3,2440775,2441791,-,BSU23410,spoVAD,gene,,2440775,2441791,2440775,2441791,1,2440775,2441791,Y,,2438372,2438371,2438372
2593,NC_000964.3,2441804,2442256,-,BSU23420,spoVAC,gene,,2441804,2442256,2441804,2442256,1,2441804,2442256,Y,,2438372,2438371,2438372
2594,NC_000964.3,2442269,2442694,-,BSU23430,spoVAB,gene,,2442269,2442694,2442269,2442694,1,2442269,2442694,Y,,2438372,2438371,2438372
2595,NC_000964.3,2442684,2443304,-,BSU23440,spoVAA,gene,,2442684,2443304,2442684,2443304,1,2442684,2443304,Y,,2438372,2438371,2438372
2596,NC_000964.3,2443429,2444196,-,BSU23450,sigF,gene,,2443429,2444196,2443429,2444196,1,2443429,2444196,Y,,2443429,2443428,2443429
2597,NC_000964.3,2444208,2444648,-,BSU23460,spoIIAB,gene,,2444208,2444648,2444208,2444648,1,2444208,2444648,Y,,2443429,2443428,2443429
2598,NC_000964.3,2444645,2444998,-,BSU23470,spoIIAA,gene,,2444645,2444998,2444645,2444998,1,2444645,2444998,Y,,2443429,2443428,2443429
2599,NC_000964.3,2445094,2446263,-,BSU23480,dacF,gene,,2445094,2446263,2445094,2446263,1,2445094,2446263,Y,,2443429,2443428,2443429
2600,NC_000964.3,2446418,2447233,-,BSU23490,pupG,gene,,2446418,2447233,2446418,2447233,1,2446418,2447233,Y,,2446418,2446417,2446357
2601,NC_000964.3,2447246,2448430,-,BSU23500,drm,gene,,2447246,2448430,2447246,2448430,1,2447246,2448430,Y,,2446418,2446417,2446357
2602,NC_000964.3,2448591,2449481,-,BSU23510,xerD,gene,,2448591,2449481,2448591,2449481,1,2448591,2449481,Y,,2448591,2448590,2448591
2603,NC_000964.3,2449489,2449716,-,BSU23519,yqzK,gene,,2449489,2449716,2449489,2449716,1,2449489,2449716,Y,,2448591,2448590,2448591
2604,NC_000964.3,2449841,2450290,-,BSU23520,fur,gene,,2449841,2450290,2449841,2450290,1,2449841,2450290,Y,,2449841,2449840,2449794
2605,NC_000964.3,2450403,2451047,-,BSU23530,spoIIM,gene,,2450403,2451047,2450403,2451047,1,2450403,2451047,Y,,2450403,2450402,2450403
2606,NC_000964.3,2451148,2451363,-,BSU23540,yqkK,gene,,2451148,2451363,2451148,2451363,1,2451148,2451363,Y,,2451148,2451147,2451148
2607,NC_000964.3,2451463,2452782,-,BSU23550,mleA,gene,,2451463,2452782,2451463,2452782,1,2451463,2452782,Y,,2451463,2451462,2451421
2608,NC_000964.3,2452800,2454206,-,BSU23560,mleN,gene,,2452800,2454206,2452800,2454206,1,2452800,2454206,Y,,2451463,2451462,2451421
2609,NC_000964.3,2454347,2455774,-,BSU23570,aspA,gene,,2454347,2455774,2454347,2455774,1,2454347,2455774,Y,,2454347,2454346,2454288
2610,NC_000964.3,2455819,2456808,-,BSU23580,ansA,gene,,2455819,2456808,2455819,2456808,1,2455819,2456808,Y,,2454347,2454346,2454288
2612,NC_000964.3,2457349,2458512,-,BSU23600,yqxK,gene,,2457349,2458512,2457349,2458512,1,2457349,2458512,Y,,2457349,2457348,2457349
2613,NC_000964.3,2458509,2459066,-,BSU23610,nudF,gene,,2458509,2459066,2458509,2459066,1,2458509,2459066,Y,,2457349,2457348,2457349
2616,NC_000964.3,2460278,2460502,-,BSU23630,yqkE,gene,,2460278,2460502,2460278,2460502,1,2460278,2460502,Y,,2460278,2460277,2460278
2618,NC_000964.3,2461621,2461860,-,BSU23650,yqkC,gene,,2461621,2461860,2461621,2461860,1,2461621,2461860,Y,,2461621,2461620,2461578
2619,NC_000964.3,2461873,2462196,-,BSU23660,yqkB,gene,,2461873,2462196,2461873,2462196,1,2461873,2462196,Y,,2461621,2461620,2461578
2620,NC_000964.3,2462193,2463224,-,BSU23670,yqkA,gene,,2462193,2463224,2462193,2463224,1,2462193,2463224,Y,,2461621,2461620,2461578
2621,NC_000964.3,2463217,2463561,-,BSU23680,yqjZ,gene,,2463217,2463561,2463217,2463561,1,2463217,2463561,Y,,2461621,2461620,2461578
2622,NC_000964.3,2463571,2464041,-,BSU23690,yqjY,gene,,2463571,2464041,2463571,2464041,1,2463571,2464041,Y,,2461621,2461620,2461578
2623,NC_000964.3,2464227,2464565,-,BSU23700,yqjX,gene,,2464227,2464565,2464227,2464565,1,2464227,2464565,Y,,2464227,2464226,2464227
2624,NC_000964.3,2464562,2465800,-,BSU23710,yqjW,gene,,2464562,2465800,2464562,2465800,1,2464562,2465800,Y,,2464227,2464226,2464227
2628,NC_000964.3,2468159,2468545,-,BSU23750,yqjT,gene,,2468159,2468545,2468159,2468545,1,2468159,2468545,Y,,2468159,2468158,2468159
2629,NC_000964.3,2468549,2469508,-,BSU23760,coaA,gene,,2468549,2469508,2468549,2469508,1,2468549,2469508,Y,,2468159,2468158,2468159
2630,NC_000964.3,2469580,2470926,-,BSU23770,dsdA,gene,,2469580,2470926,2469580,2470926,1,2469580,2470926,Y,,2468159,2468158,2468159
2631,NC_000964.3,2471002,2471781,-,BSU23780,yqjQ,gene,,2471002,2471781,2471002,2471781,1,2471002,2471781,Y,,2468159,2468158,2468159
2632,NC_000964.3,2471787,2472746,-,BSU23790,yqjP,gene,,2471787,2472746,2471787,2472746,1,2471787,2472746,Y,,2468159,2468158,2468159
2634,NC_000964.3,2474028,2475671,-,BSU23810,yqjN,gene,,2474028,2475671,2474028,2475671,1,2474028,2475671,Y,,2474028,2474027,2474028
2637,NC_000964.3,2477758,2477958,-,BSU_none_131,S903,ncRNA,,2477758,2477958,2477758,2477958,1,2477758,2477958,Y,,2477758,2477757,2477758
2638,NC_000964.3,2478006,2478929,-,BSU23840,yqjK,gene,,2478006,2478929,2478006,2478929,1,2478006,2478929,Y,,2477758,2477757,2477758
2640,NC_000964.3,2480750,2482159,-,BSU23860,yqjI,gene,,2480750,2482159,2480750,2482159,1,2480750,2482159,Y,,2480750,2480749,2480707
2641,NC_000964.3,2482269,2483513,-,BSU23870,yqjH,gene,,2482269,2483513,2482269,2483513,1,2482269,2483513,Y,,2482269,2482268,2482269
2645,NC_000964.3,2485680,2486795,-,BSU23910,yqjE,gene,,2485680,2486795,2485680,2486795,1,2485680,2486795,Y,,2485680,2485679,2485680
2646,NC_000964.3,2486813,2488336,-,BSU23920,yqjD,gene,,2486813,2488336,2486813,2488336,1,2486813,2488336,Y,,2485680,2485679,2485680
2647,NC_000964.3,2488329,2488751,-,BSU23930,yqjC,gene,,2488329,2488751,2488329,2488751,1,2488329,2488751,Y,,2485680,2485679,2485680
2649,NC_000964.3,2488953,2489483,-,BSU23940,yqjB,gene,,2488953,2489483,2488953,2489483,1,2488953,2489483,Y,,2488953,2488952,2488953
2650,NC_000964.3,2489535,2490503,-,BSU23950,yqjA,gene,,2489535,2490503,2489535,2490503,1,2489535,2490503,Y,,2488953,2488952,2488953
2651,NC_000964.3,2490574,2491296,-,BSU23960,artR,gene,,2490574,2491296,2490574,2491296,1,2490574,2491296,Y,,2488953,2488952,2488953
2652,NC_000964.3,2491289,2491948,-,BSU23970,artQ,gene,,2491289,2491948,2491289,2491948,1,2491289,2491948,Y,,2488953,2488952,2488953
2653,NC_000964.3,2492029,2492796,-,BSU23980,artP,gene,,2492029,2492796,2492029,2492796,1,2492029,2492796,Y,,2488953,2488952,2488953
2654,NC_000964.3,2493064,2493501,-,BSU23990,yqiW,gene,,2493064,2493501,2493064,2493501,1,2493064,2493501,Y,,2493064,2493063,2493064
2658,NC_000964.3,2496796,2498070,-,BSU24030,bkdB,gene,,2496796,2498070,2496796,2498070,1,2496796,2498070,Y,,2496796,2496795,2496743
2659,NC_000964.3,2498093,2499076,-,BSU24040,bkdAB,gene,,2498093,2499076,2498093,2499076,1,2498093,2499076,Y,,2496796,2496795,2496743
2660,NC_000964.3,2499090,2500082,-,BSU24050,bkdAA,gene,,2499090,2500082,2499090,2500082,1,2499090,2500082,Y,,2496796,2496795,2496743
2661,NC_000964.3,2500104,2501528,-,BSU24060,lpdV,gene,,2500104,2501528,2500104,2501528,1,2500104,2501528,Y,,2496796,2496795,2496743
2662,NC_000964.3,2501549,2502640,-,BSU24070,buk,gene,,2501549,2502640,2501549,2502640,1,2501549,2502640,Y,,2496796,2496795,2496743
2663,NC_000964.3,2502659,2503753,-,BSU24080,bcd,gene,,2502659,2503753,2502659,2503753,1,2502659,2503753,Y,,2496796,2496795,2496743
2664,NC_000964.3,2503765,2504664,-,BSU24090,ptb,gene,,2503765,2504664,2503765,2504664,1,2503765,2504664,Y,,2496796,2496795,2496743
2665,NC_000964.3,2504789,2506867,-,BSU24100,bkdR,gene,,2504789,2506867,2504789,2506867,1,2504789,2506867,Y,,2504789,2504788,2504789
